dataset,model,fold,macro_f1,accuracy,n_test
Tcell,CIForm,1,75.50033270856062,88.62973760932945,4802.0
Tcell,CIForm,2,74.88481860778282,88.98375676801332,4802.0
Tcell,CIForm,3,77.17811132483644,89.37721308060821,4801.0
Tcell,CIForm,4,75.66317425671733,88.8981462195376,4801.0
Tcell,CIForm,5,76.13832504741407,89.02312018329515,4801.0
Tcell,CIForm,mean,75.87295238906225,88.98239477215674,24007.0
Tcell,CIForm,std,0.7659142453623339,0.2404191356549649,
