dataset,model,fold,macro_f1,accuracy,n_test
Segerstolpe,CIForm,1,99.33538634900421,99.52941176470588,425.0
Segerstolpe,CIForm,2,99.44514566014028,99.52941176470588,425.0
Segerstolpe,CIForm,3,99.90797712058604,99.76415094339622,424.0
Segerstolpe,CIForm,4,99.4944890077243,99.29245283018868,424.0
Segerstolpe,CIForm,5,99.39600551369801,99.29245283018868,424.0
Segerstolpe,CIForm,mean,99.51580073023058,99.48157602663706,2122.0
Segerstolpe,CIForm,std,0.20305117209967807,0.17661272101653847,
