dataset,model,fold,macro_f1,accuracy,n_test
Lung,CIForm,1,89.58372151618738,92.96737986671343,11404.0
Lung,CIForm,2,89.05893048627813,92.62539459838653,11404.0
Lung,CIForm,3,88.4994935424033,92.6517011574886,11404.0
Lung,CIForm,4,89.82287763021151,92.3886355664679,11404.0
Lung,CIForm,5,88.57865252146917,92.26587162399159,11404.0
Lung,CIForm,mean,89.1087351393099,92.57979656260962,57020.0
Lung,CIForm,std,0.5273054075452203,0.24189322552881937,
