dataset,model,fold,macro_f1,accuracy,n_test
Oesophagus,CIForm,1,89.53104029962779,89.19840818646958,17590.0
Oesophagus,CIForm,2,89.11514268854864,89.90335417851053,17590.0
Oesophagus,CIForm,3,90.55085548627021,88.83393029734493,17589.0
Oesophagus,CIForm,4,90.9249217199434,89.1864233327648,17589.0
Oesophagus,CIForm,5,89.61332371332385,89.74358974358975,17589.0
Oesophagus,CIForm,mean,89.94705678154277,89.37314114773592,87947.0
Oesophagus,CIForm,std,0.6778379224790786,0.39357375713660847,
