dataset,model,fold,macro_f1,accuracy,n_test
Xin,CIForm,1,97.76821322992902,99.33110367892976,299.0
Xin,CIForm,2,96.13058437718402,98.66220735785953,299.0
Xin,CIForm,3,98.45938375350141,99.66442953020133,298.0
Xin,CIForm,4,98.55193539404065,99.66442953020133,298.0
Xin,CIForm,5,96.79886128304031,98.65771812080537,298.0
Xin,CIForm,mean,97.54179560753909,99.19597764359948,1492.0
Xin,CIForm,std,0.9441487044752465,0.45426587311027483,
