dataset,model,fold,macro_f1,accuracy,n_test
Spleen,CIForm,1,77.96826800286104,79.5300233396987,18852.0
Spleen,CIForm,2,77.90616900422087,79.85359643539147,18852.0
Spleen,CIForm,3,76.81659062928114,80.1177656357753,18851.0
Spleen,CIForm,4,76.17190494400589,79.5819850405814,18851.0
Spleen,CIForm,5,77.56518904312838,79.39101373932418,18851.0
Spleen,CIForm,mean,77.28562432469946,79.69487683815422,94257.0
Spleen,CIForm,std,0.6913172916652358,0.259337950344101,
