Pathway_ID,Pathway_Name,Genes
R-HSA-9755779,SARS-CoV-2 targets host intracellular signalling and regulatory pathways,"3a,AKT1,AKT2,AKT3,CAV1,M,N,PDPK1,SFN,YWHAB,YWHAE,YWHAG,YWHAH,YWHAQ,YWHAZ"
R-HSA-9758274,Regulation of NF-kappa B signaling,"CASP8,CHUK,IKBIP,IKBKB,IKBKG,LRRC14,N4BP1,NLRC5,NLRX1,RPS27A,TP53,TRAF2,TRAF6,UBA52,UBB,UBC,USP14,USP18"
R-HSA-9758941,Gastrulation,"ADRM1,BMP4,CDH1,CLDN7,CREBBP,CTNNB1,CXCR4,DEANR1,DLL1,DLL3,DLX5,EOMES,EP300,EPHA4,FGF2,FGF4,FGF8,FGFR1,FOXA1,FOXA2,FOXC1,FOXC2,FOXF1,FOXH1,GATA4,GATA6,GATA6-AS1,GBX2,GSC,GSC-DT,HES7,IHH,KAT2A,KAT2B,LEF1,LFNG,LHX1,MAML1,MAML2,MAML3,MAMLD1,MESP2,MIXL1,MSGN1,MSX1,MYB,NANOG,NOG,NOTCH1,NOTO,OCLN,OSR1,OTX2,PAX2,PAX3,PAX6,PAX7,PAX8,POU3F1,POU5F1,PSMA1,PSMA2,PSMA3,PSMA4,PSMA5,PSMA6,PSMA7,PSMB1,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMB7,PSMC1,PSMC2,PSMC3,PSMC4,PSMC5,PSMC6,PSMD1,PSMD11,PSMD12,PSMD13,PSMD14,PSMD2,PSMD3,PSMD6,PSMD7,PSMD8,RBPJ,RIPPLY2,SEM1,SHH,SMAD2,SMAD3,SMAD4,SNAI1,SNW1,SOX1,SOX17,SOX2,TBPL2,TBX6,TBXT,TCF7,TCF7L1,TCF7L2,TEAD2,TEAD4,TFAP2A,TFAP2B,TFAP2C,TRIM33,WNT3A,YAP1,ZEB2,ZIC1,ZIC2,ZNF521"
R-HSA-9759194,Nuclear events mediated by NFE2L2,"ABCC1,ABCC3,ABCF2,ABCG2,ADRM1,AREG,ATF4,BACH1,BCL2,BCL2L1,BTRC,CCL2,CDKN2A,CHD6,CREBBP,CUL1,EGF,EP300,G6PD,GCLC,GCLM,GSK3B,GSR,GSTA1,GSTA3,HMOX1,IDH1,IL8,KEAP1,MAFG,MAFK,ME1,MYC,NFE2L2,NFKB1,NOTCH1,NQO1,PDGFA,PGD,PRDX1,PRKAA2,PSMA1,PSMA2,PSMA3,PSMA4,PSMA5,PSMA6,PSMA7,PSMB1,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMB7,PSMC1,PSMC2,PSMC3,PSMC4,PSMC5,PSMC6,PSMD1,PSMD11,PSMD12,PSMD13,PSMD14,PSMD2,PSMD3,PSMD6,PSMD7,PSMD8,RBX1,RELA,RPS27A,SEM1,SKP1,SLC7A11,SOD3,SP1,SQSTM1,SRXN1,TALDO1,TKT,TXN,TXNRD1,UBA52,UBB,UBC"
R-HSA-9759475,Regulation of CDH11 Expression and Function,"ADAM19,ADAM33,AGO1,AGO2,AGO3,AGO4,AMOT,ANGPTL4,BHLHE22,CDH11,CDH24,CDH8,CTNNA1,CTNNB1,CTNND1,FOXF1,HEYL,HOXC8,ILF3,JUP,MIR200C,MIR451A,MOV10,PRDM8,SNAI1,SP1,TNRC6A,TNRC6B,TNRC6C,ZEB2"
R-HSA-9759476,Regulation of Homotypic Cell-Cell Adhesion,"ACTA1,ACTA2,ACTB,ACTC1,ACTG1,ACTG2,ADAM19,ADAM33,ADRM1,AGO1,AGO2,AGO3,AGO4,AMOT,ANGPTL4,ANK3,ARHGAP32,ARID1A,BANP,BHLHE22,CANX,CBLL1,CDH1,CDH11,CDH19,CDH24,CDH8,CSNK2A1,CSNK2A2,CSNK2A3,CSNK2B,CTBP1,CTBP2,CTNNA1,CTNNB1,CTNND1,CTSB,CTSL,CTSS,DAD1,DDOST,DNM2,DNTTIP1,EED,EPS15,EZH2,FOXA2,FOXF1,FOXJ2,FOXP2,FOXQ1,FURIN,FYN,GANAB,H2AB1,H2AC14,H2AC18,H2AC20,H2AC4,H2AC6,H2AC7,H2AJ,H2AX,H2AZ2,H2BC1,H2BC11,H2BC12,H2BC12L,H2BC13,H2BC14,H2BC15,H2BC17,H2BC21,H2BC26,H2BC3,H2BC4,H2BC5,H2BC9,H3-3A,H3C1,H3C15,H4C1,HDAC1,HDAC2,HEYL,HOXC8,ILF3,JUP,KDM1A,KLF4,KLF9,KMT5A,MAPK1,MAPK3,MCRIP1,MDM2,MIR10B,MIR200C,MIR451A,MIR9-1,MIR9-2,MIR9-3,MOGS,MOV10,MPHOSPH8,MTBP,MYC,MYCN,OST4,OSTC,PCSK6,PCSK7,PIP5K1C,PKM,POMT1,POMT2,PRDM8,PRKCSH,PSMA1,PSMA2,PSMA3,PSMA4,PSMA5,PSMA6,PSMA7,PSMB1,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMB7,PSMC1,PSMC2,PSMC3,PSMC4,PSMC5,PSMC6,PSMD1,PSMD11,PSMD12,PSMD13,PSMD14,PSMD2,PSMD3,PSMD6,PSMD7,PSMD8,RACK1,RB1,RBBP4,RBBP7,RPN1,RPN2,RPS27A,SEC11A,SEC11C,SEM1,SIRT1,SMARCA4,SNAI1,SNAI2,SOX10,SP1,SPCS1,SPCS2,SPCS3,SRC,STRAP,STT3A,SUZ12,TCF12,TCF3,TFAP2A,TGIF2,TLE1,TMEM258,TNRC6A,TNRC6B,TNRC6C,TWIST1,TWIST2,UBA52,UBB,UBC,UCA1,VCL,WT1,ZBTB33,ZC3H12A,ZEB1,ZEB2,ZMYM2,ZNF217"
R-HSA-9760173,Secretion of toxins,"acrA,acrB,acrD,bamA,bamB,bamC,bamD,bamE,degP,dsbA,eltA,eltB,fkpA,gspC2,gspD2,gspS2,hbp,hlyA,hlyB,hlyD,hlyE,lepB,macA,macB,secA,secE,secG,secY,skp,sta1,sta2,sta3,surA,tolC"
R-HSA-9762114,GSK3B and BTRC:CUL1-mediated-degradation of NFE2L2,"ADRM1,BTRC,CUL1,GSK3B,NFE2L2,PSMA1,PSMA2,PSMA3,PSMA4,PSMA5,PSMA6,PSMA7,PSMB1,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMB7,PSMC1,PSMC2,PSMC3,PSMC4,PSMC5,PSMC6,PSMD1,PSMD11,PSMD12,PSMD13,PSMD14,PSMD2,PSMD3,PSMD6,PSMD7,PSMD8,RBX1,RPS27A,SEM1,SKP1,UBA52,UBB,UBC"
R-HSA-9764560,Regulation of CDH1 Gene Transcription,"ARID1A,CDH1,CTBP1,CTBP2,DNTTIP1,EED,EZH2,FOXA2,FOXJ2,FOXP2,FOXQ1,H2AB1,H2AC14,H2AC18,H2AC20,H2AC4,H2AC6,H2AC7,H2AJ,H2AX,H2AZ2,H2BC1,H2BC11,H2BC12,H2BC12L,H2BC13,H2BC14,H2BC15,H2BC17,H2BC21,H2BC26,H2BC3,H2BC4,H2BC5,H2BC9,H3-3A,H3C1,H3C15,H4C1,HDAC1,HDAC2,KDM1A,KLF4,KLF9,KMT5A,MAPK1,MAPK3,MCRIP1,MPHOSPH8,PKM,RB1,RBBP4,RBBP7,SIRT1,SMARCA4,SNAI1,SNAI2,SP1,STRAP,SUZ12,TCF12,TCF3,TFAP2A,TGIF2,TLE1,TWIST1,TWIST2,WT1,ZBTB33,ZEB1,ZEB2,ZMYM2,ZNF217"
R-HSA-9764561,Regulation of CDH1 Function,"ACTA1,ACTA2,ACTB,ACTC1,ACTG1,ACTG2,ADRM1,BANP,CBLL1,CDH1,CTNNA1,CTNNB1,CTNND1,CTSB,CTSL,CTSS,DNM2,EPS15,FYN,JUP,MDM2,MTBP,PSMA1,PSMA2,PSMA3,PSMA4,PSMA5,PSMA6,PSMA7,PSMB1,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMB7,PSMC1,PSMC2,PSMC3,PSMC4,PSMC5,PSMC6,PSMD1,PSMD11,PSMD12,PSMD13,PSMD14,PSMD2,PSMD3,PSMD6,PSMD7,PSMD8,RACK1,RPS27A,SEM1,SRC,UBA52,UBB,UBC,UCA1,VCL"
R-HSA-9764562,Regulation of CDH1 mRNA translation by microRNAs,"AGO1,AGO2,AGO3,AGO4,CDH1,MIR10B,MIR9-1,MIR9-2,MIR9-3,MOV10,MYC,MYCN,TNRC6A,TNRC6B,TNRC6C"
R-HSA-9764725,Negative Regulation of CDH1 Gene Transcription,"CDH1,CTBP1,CTBP2,DNTTIP1,EED,EZH2,FOXQ1,H2AB1,H2AC14,H2AC18,H2AC20,H2AC4,H2AC6,H2AC7,H2AJ,H2AX,H2AZ2,H2BC1,H2BC11,H2BC12,H2BC12L,H2BC13,H2BC14,H2BC15,H2BC17,H2BC21,H2BC26,H2BC3,H2BC4,H2BC5,H2BC9,H3-3A,H3C1,H3C15,H4C1,HDAC1,HDAC2,KDM1A,KMT5A,MAPK1,MAPK3,MCRIP1,MPHOSPH8,PKM,RBBP4,RBBP7,SIRT1,SMARCA4,SNAI1,SNAI2,SUZ12,TCF12,TCF3,TGIF2,TLE1,TWIST1,TWIST2,WT1,ZBTB33,ZEB1,ZEB2,ZMYM2,ZNF217"
R-HSA-9766229,Degradation of CDH1,"ADRM1,BANP,CBLL1,CDH1,CTNNA1,CTNNB1,CTNND1,CTSB,CTSL,CTSS,DNM2,EPS15,FYN,JUP,MDM2,MTBP,PSMA1,PSMA2,PSMA3,PSMA4,PSMA5,PSMA6,PSMA7,PSMB1,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMB7,PSMC1,PSMC2,PSMC3,PSMC4,PSMC5,PSMC6,PSMD1,PSMD11,PSMD12,PSMD13,PSMD14,PSMD2,PSMD3,PSMD6,PSMD7,PSMD8,RACK1,RPS27A,SEM1,SRC,UBA52,UBB,UBC,UCA1"
R-HSA-9768727,Regulation of CDH1 posttranslational processing and trafficking to plasma membrane,"ANK3,ARHGAP32,CANX,CDH1,CSNK2A1,CSNK2A2,CSNK2A3,CSNK2B,CTNNB1,DAD1,DDOST,FURIN,GANAB,JUP,MOGS,OST4,OSTC,PCSK6,PCSK7,PIP5K1C,POMT1,POMT2,PRKCSH,RPN1,RPN2,SEC11A,SEC11C,SPCS1,SPCS2,SPCS3,STT3A,TMEM258"
R-HSA-9768919,NPAS4 regulates expression of target genes,"ARNT,ARNT2,BDNF,BMAL1,CDK5,CDK5R1,CREBBP,FOS,GEM,INS,IQSEC3,MAGED1,MAPK1,MAPK3,MDM2,NAMPT,NPAS4,PLK2,RBFOX3,RET,SYT10,XPO1"
R-HSA-9769726,Defects of Coagulation cascade,"ANO6,APP,F10,F11,F2,F5,F8,F9,FGA,FGB,FGG,GGCX,GP1BA,GP1BB,GP5,GP9,PROC,PROS1,TPST1,TPST2,VWF"
R-HSA-9769735,Initiation of coagulation cascade,"AGRN,F10,F2,F3,F5,F7,F8,F9,GPC1,GPC2,GPC3,GPC4,GPC5,GPC6,HSPG2,PROS1,SDC1,SDC2,SDC3,SDC4,SERPINC1,TFPI,VWF"
R-HSA-9769739,Regulation of clotting cascade,"ADAMTS13,AGRN,ANO5,ANO6,APP,CD177,F10,F11,F12,F2,F2R,F3,F5,F7,F8,F9,GP1BA,GP1BB,GP5,GP9,GPC1,GPC2,GPC3,GPC4,GPC5,GPC6,HSPG2,KLKB1,KNG1,PF4,PF4V1,PROC,PROCR,PROS1,PROZ,PRTN3,SDC1,SDC2,SDC3,SDC4,SERPINA10,SERPINA5,SERPINC1,SERPIND1,SERPINE1,SERPINE2,SERPING1,SMPD1,TFPI,THBD,VWF"
R-HSA-9769740,Coagulation pathway,"ADAMTS13,AGRN,ANO5,ANO6,APP,CD177,F10,F11,F12,F13A1,F13B,F2,F2R,F3,F5,F7,F8,F9,FGA,FGB,FGG,GP1BA,GP1BB,GP5,GP9,GPC1,GPC2,GPC3,GPC4,GPC5,GPC6,HSPG2,ITGA2B,ITGB3,KLKB1,KNG1,PF4,PF4V1,PROC,PROCR,PROS1,PROZ,PRTN3,SDC1,SDC2,SDC3,SDC4,SERPINA10,SERPINA5,SERPINC1,SERPIND1,SERPINE1,SERPINE2,SERPING1,SMPD1,TFPI,THBD,VWF"
R-HSA-9769743,Amplification and propagation of coagulation cascade,"ANO6,F10,F11,F2,F5,F8,F9,GP1BA,GP1BB,GP5,GP9,PROC,PROS1,SERPINA5,SERPINC1,SERPIND1,SERPINE2,VWF"
R-HSA-9770562,mRNA Polyadenylation,"CCAR1,CDC40,CHERP,CLP1,CPSF1,CPSF2,CPSF3,CPSF4,CPSF6,CPSF7,CSTF1,CSTF2,CSTF2T,CSTF3,DDX42,DDX46,DDX5,DHX15,DHX9,DNAJC8,FIP1L1,FUS,GTF2F1,GTF2F2,HNRNPA1,HNRNPA2B1,HNRNPA3,HNRNPC,HNRNPD,HNRNPF,HNRNPH1,HNRNPH2,HNRNPK,HNRNPL,HNRNPM,HNRNPR,HNRNPU,HTATSF1,NCBP1,NCBP2,NUDT21,PABPN1,PAPOLA,PAPOLG,PCBP1,PCBP2,PCF11,PHF5A,POLR2A,POLR2B,POLR2C,POLR2D,POLR2E,POLR2F,POLR2G,POLR2H,POLR2I,POLR2J,POLR2K,POLR2L,PPP1CA,PPP1CB,PPP1R10,PPP1R8,PRPF40A,PTBP1,PUF60,RBBP6,RBM10,RBM17,RBM25,RBM39,RBM5,RBMX,RPS27A,SF3A1,SF3A2,SF3A3,SF3B1,SF3B2,SF3B3,SF3B4,SF3B5,SF3B6,SMNDC1,SNRNP70,SNRPA,SNRPA1,SNRPB,SNRPB2,SNRPC,SNRPD1,SNRPD2,SNRPD3,SNRPE,SNRPF,SNRPG,SNRPN,SRRM2,SRRT,SRSF1,SRSF10,SRSF11,SRSF12,SRSF2,SRSF3,SRSF4,SRSF5,SRSF6,SRSF7,SRSF8,SRSF9,SUGP1,SYMPK,TCERG1,TRA2B,TUT1,U2AF1,U2AF1L4,U2AF2,U2SURP,UBA52,UBB,UBC,WDR33,XRN2,YBX1"
R-HSA-977068,Termination of O-glycan biosynthesis,"MUC1,MUC12,MUC13,MUC15,MUC16,MUC17,MUC19,MUC2,MUC20,MUC21,MUC3A,MUC3B,MUC4,MUC5AC,MUC5B,MUC6,MUC7,MUCL1,ST3GAL1,ST3GAL2,ST3GAL3,ST3GAL4,ST6GAL1,ST6GALNAC2,ST6GALNAC3,ST6GALNAC4"
R-HSA-977225,Amyloid fiber formation,"ADAM10,APCS,APH1A,APH1B,APOA1,APOA4,APOE,APP,B2M,BACE1,CALB1,CALCA,CST3,FGA,FURIN,GGA1,GGA2,GGA3,GSN,H2AB1,H2AC14,H2AC18,H2AC20,H2AC4,H2AC6,H2AC7,H2AX,H2AZ1,H2BC1,H2BC11,H2BC12,H2BC12L,H2BC13,H2BC14,H2BC15,H2BC17,H2BC21,H2BC26,H2BC3,H2BC4,H2BC5,H2BC9,H3-3A,H3C1,H3C15,H4C1,HSPG2,IAPP,INS,ITM2B,LTF,LYZ,MFGE8,NAT8,NAT8B,NCSTN,NPPA,ODAM,PRKN,PRL,PSENEN,RPS27A,SAA1,SEMG1,SIAH1,SIAH2,SNCA,SNCAIP,SORL1,TGFBI,TSPAN14,TSPAN15,TSPAN33,TSPAN5,TTR,UBA52,UBB,UBC,UBE2L6,USP9X"
R-HSA-9772572,Early SARS-CoV-2 Infection Events,"3a,7a,ACE2,AGRN,BECN1,CHMP2A,CHMP2B,CHMP3,CHMP4A,CHMP4B,CHMP4C,CHMP6,CHMP7,CTSL,DDX5,E,FURIN,GPC1,GPC2,GPC3,GPC4,GPC5,GPC6,HAVCR1,HSPG2,ISCU,M,MAP1LC3B,N,NRP1,PIK3C3,PIK3R4,RB1,S,SARS coronavirus, complete genome,SDC1,SDC2,SDC3,SDC4,TMPRSS2,UVRAG,VCP,VHL,ZCRB1,pp1a,rep"
R-HSA-9772573,Late SARS-CoV-2 Infection Events,"3a,6,7a,8,9b,ACE2,ANO1,ANO10,ANO2,ANO3,ANO4,ANO5,ANO6,ANO7,ANO8,ANO9,CANX,CSNK1A1,DAD1,DDOST,E,EDEM2,FURIN,FUT8,GALNT1,GANAB,GOLGA7,GSK3A,GSK3B,M,MAGT1,MAN1B1,MAN2A1,MGAT1,MGAT2,MGAT4A,MGAT4B,MGAT4C,MGAT5,MOGS,N,OST4,OSTC,PARP10,PARP14,PARP16,PARP4,PARP6,PARP8,PARP9,PRKCSH,PRMT1,RPN1,RPN2,RPS27A,S,SARS coronavirus, complete genome,SRPK1,SRPK2,ST3GAL1,ST3GAL2,ST3GAL3,ST3GAL4,ST6GAL1,ST6GALNAC2,ST6GALNAC3,ST6GALNAC4,STT3A,STT3B,SUMO1,TMEM258,TMPRSS2,TUSC3,UBA52,UBB,UBC,UBE2I,ZDHHC11,ZDHHC2,ZDHHC20,ZDHHC3,ZDHHC5,ZDHHC8,ZDHHC9"
R-HSA-9772755,Formation of WDR5-containing histone-modifying complexes,"AKAP8L,ASH2L,BOD1,BOD1L1,CXXC1,DPY30,DR1,HCFC1,HCFC2,KANSL1,KANSL2,KANSL3,KAT14,KAT2A,KAT2B,KAT8,KDM6A,KMT2A,KMT2B,KMT2C,KMT2D,MBIP,MCRS1,MEN1,NCOA6,OGT,PAGR1,PAXIP1,PHF20,PHF20L1,PSIP1,RBBP5,SETD1A,SETD1B,SGF29,TADA2A,TADA3,TASP1,WDR5,WDR82,YEATS2,ZZZ3"
R-HSA-977443,GABA receptor activation,"ADCY1,ADCY2,ADCY3,ADCY4,ADCY5,ADCY6,ADCY7,ADCY8,ADCY9,ARHGEF9,GABBR1,GABBR2,GABRA1,GABRA2,GABRA3,GABRA4,GABRA5,GABRA6,GABRB1,GABRB2,GABRB3,GABRG2,GABRG3,GABRQ,GABRR1,GABRR2,GABRR3,GNAI1,GNAI2,GNAI3,GNAL,GNAT3,GNB1,GNB2,GNB3,GNB4,GNB5,GNG10,GNG11,GNG12,GNG13,GNG2,GNG3,GNG4,GNG5,GNG7,GNG8,GNGT1,GNGT2,KCNJ10,KCNJ12,KCNJ15,KCNJ16,KCNJ2,KCNJ3,KCNJ4,KCNJ5,KCNJ6,KCNJ9,NPTN"
R-HSA-977444,GABA B receptor activation,"ADCY1,ADCY2,ADCY3,ADCY4,ADCY5,ADCY6,ADCY7,ADCY8,ADCY9,GABBR1,GABBR2,GNAI1,GNAI2,GNAI3,GNAL,GNAT3,GNB1,GNB2,GNB3,GNB4,GNB5,GNG10,GNG11,GNG12,GNG13,GNG2,GNG3,GNG4,GNG5,GNG7,GNG8,GNGT1,GNGT2,KCNJ10,KCNJ12,KCNJ15,KCNJ16,KCNJ2,KCNJ3,KCNJ4,KCNJ5,KCNJ6,KCNJ9"
R-HSA-977606,Regulation of Complement cascade,"C1QA,C1QB,C1QC,C1R,C1S,C2,C3,C3AR1,C4A,C4B,C4BPA,C4BPB,C5,C5AR1,C5AR2,C6,C7,C8A,C8B,C8G,C9,CD19,CD46,CD55,CD59,CD81,CFB,CFH,CFHR1,CFHR2,CFHR3,CFHR4,CFHR5,CFI,CFP,CLU,CPB2,CPN1,CPN2,CR1,CR2,ELANE,F2,IGHG1,IGHG2,IGHG3,IGHG4,IGHV,IGHV1-2,IGHV1-46,IGHV1-69,IGHV2-5,IGHV2-70,IGHV3-11,IGHV3-13,IGHV3-23,IGHV3-30,IGHV3-33,IGHV3-48,IGHV3-53,IGHV3-7,IGHV3-9,IGHV4-34,IGHV4-39,IGHV4-59,IGHV7-81,IGKC,IGKV1-12,IGKV1-16,IGKV1-17,IGKV1-33,IGKV1-39,IGKV1-5,IGKV1D-12,IGKV1D-16,IGKV1D-33,IGKV1D-39,IGKV2-28,IGKV2-29,IGKV2-30,IGKV2D-28,IGKV2D-30,IGKV2D-40,IGKV3-11,IGKV3-15,IGKV3-20,IGKV3D-20,IGKV4-1,IGKV5-2,IGLC1,IGLC2,IGLC3,IGLC6,IGLC7,IGLV,IGLV1-36,IGLV1-40,IGLV1-44,IGLV1-47,IGLV1-51,IGLV10-54,IGLV11-55,IGLV2-11,IGLV2-14,IGLV2-18,IGLV2-23,IGLV2-33,IGLV2-8,IGLV3-1,IGLV3-12,IGLV3-16,IGLV3-19,IGLV3-21,IGLV3-22,IGLV3-25,IGLV3-27,IGLV4-3,IGLV4-60,IGLV4-69,IGLV5-37,IGLV5-45,IGLV6-57,IGLV7-43,IGLV7-46,IGLV8-61,PROS1,SERPING1,VTN"
R-HSA-9793380,Formation of paraxial mesoderm,"ADRM1,BMP4,CREBBP,CTNNB1,DLL1,DLL3,EP300,EPHA4,FGFR1,HES7,KAT2A,KAT2B,LEF1,LFNG,MAML1,MAML2,MAML3,MAMLD1,MESP2,MSGN1,NOG,NOTCH1,PSMA1,PSMA2,PSMA3,PSMA4,PSMA5,PSMA6,PSMA7,PSMB1,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMB7,PSMC1,PSMC2,PSMC3,PSMC4,PSMC5,PSMC6,PSMD1,PSMD11,PSMD12,PSMD13,PSMD14,PSMD2,PSMD3,PSMD6,PSMD7,PSMD8,RBPJ,RIPPLY2,SEM1,SNW1,TBX6,TBXT,WNT3A"
R-HSA-9816359,Maternal to zygotic transition (MZT),"AGO2,AICDA,BIRC5,BTG4,CNOT1,CNOT10,CNOT11,CNOT2,CNOT3,CNOT4,CNOT6,CNOT6L,CNOT7,CNOT8,CNOT9,CPEB1,CREBBP,DICER1,DIS3L2,DPPA2,DPPA3,DPPA4,DUX4,DUXA,DUXB,EIF4A1,EIF4A2,EIF4A3,EIF4B,EIF4E,EIF4G1,ELL2,ELOC,EP300,FGF8,H1-8,H2AB1,H2AC14,H2AC18,H2AC20,H2AC4,H2AC6,H2AC7,H2AJ,H2AX,H2AZ2,H2BC1,H2BC11,H2BC12,H2BC12L,H2BC13,H2BC14,H2BC15,H2BC17,H2BC21,H2BC26,H2BC3,H2BC4,H2BC5,H2BC9,H3-3A,H3C1,H3C15,H4C1,HIRA,KDM1B,KDM4B,KDM4C,KDM4E,KDM5A,KDM5B,KDM6A,KDM6B,KPNA2,LEUTX,MED12L,MED13,METTL23,NOBOX,NPM2,PABPC1,PABPN1,PABPN1L,PADI6,PAIP1,PAIP2,POLR2D,PRM1,PRM2,RPS2,SRPK1,STPG4,TEAD4,TET2,TET3,TNKS1BP1,TP53,TPRX1,TPRX2,TPRXL,TUBB4B,TUT4,TUT7,UHRF1,UNG,YAP1,ZFP36L2,ZP2,ZSCAN4"
R-HSA-9818027,NFE2L2 regulating anti-oxidant/detoxification enzymes,"ATF4,BACH1,CHD6,CREBBP,EP300,GCLC,GCLM,GSR,GSTA1,GSTA3,HMOX1,MAFK,NFE2L2,NQO1,PRDX1,SLC7A11,SOD3,SRXN1,TXN,TXNRD1"
R-HSA-9818564,Epigenetic regulation of gene expression by MLL3 and MLL4 complexes,"ABL1,ACSL1,ACSS3,ADIPOQ,AGPAT2,AJUBA,ANGPTL4,ASH2L,CCNC,CD36,CDK5,CDK8,CEBPA,CIDEC,CREBBP,DGAT2,DPY30,ELOVL5,EP300,FABP4,GPAM,GPS2,H2AB1,H2AC14,H2AC18,H2AC20,H2AC4,H2AC6,H2AC7,H2AJ,H2AX,H2AZ2,H2BC1,H2BC11,H2BC12,H2BC12L,H2BC13,H2BC14,H2BC15,H2BC17,H2BC21,H2BC26,H2BC3,H2BC4,H2BC5,H2BC9,H3-3A,H3C1,H3C15,H4C1,HDAC3,KDM6A,KMT2C,KMT2D,LIPE,LPIN1,LPL,MED1,MED10,MED12,MED13,MED14,MED16,MED17,MED20,MED23,MED24,MED27,MED30,MED31,MED4,MED6,MED7,MGLL,NCOA1,NCOA2,NCOA3,NCOA6,NCOR1,NCOR2,NR5A2,PAGR1,PAXIP1,PDK4,PEX11A,PHLDA1,PLIN1,PLIN2,PLIN4,PNPLA2,PPARG,PPARGC1A,PPARGC1B,RB1,RBBP5,RXRA,SCD,SCD5,SIRT1,TBL1X,TBL1XR1,THRSP,WDR5"
R-HSA-9819196,Zygotic genome activation (ZGA),"CREBBP,DPPA2,DPPA4,DUX4,DUXA,DUXB,EP300,KDM4E,LEUTX,TEAD4,TP53,TPRX1,TPRX2,TPRXL,TUT4,TUT7,YAP1,ZSCAN4"
R-HSA-9820841,M-decay: degradation of maternal mRNAs by maternally stored factors,"AGO2,BIRC5,BTG4,CNOT1,CNOT10,CNOT11,CNOT2,CNOT3,CNOT4,CNOT6,CNOT6L,CNOT7,CNOT8,CNOT9,CPEB1,DICER1,EIF4A1,EIF4A2,EIF4A3,EIF4B,EIF4E,EIF4G1,ELL2,ELOC,FGF8,KDM1B,KDM4B,KDM4C,KDM5A,KDM5B,KPNA2,MED12L,MED13,NOBOX,PABPC1,PABPN1L,PADI6,PAIP1,PAIP2,POLR2D,RPS2,TET2,TNKS1BP1,TUBB4B,ZFP36L2,ZP2"
R-HSA-9820952,Respiratory Syncytial Virus Infection Pathway,"1B,1C,AGRN,ARIH1,BCAP31,BECN1,CCNC,CD14,CD209,CDK19,CDK8,CLEC4M,CREBBP,CSNK2A1,CSNK2A2,CSNK2B,CUL5,CX3CR1,EGFR,EIF2AK2,ELOB,ELOC,EP300,F,FURIN,G,GPC1,GPC2,GPC3,GPC4,GPC5,GPC6,H2BC15,HERC5,HSP90AA1,HSP90AB1,HSPA8,HSPG2,Human respiratory syncytial virus A,Human respiratory syncytial virus A2, complete genome,IFIH1,IFNA1,IFNA10,IFNA14,IFNA16,IFNA17,IFNA2,IFNA21,IFNA4,IFNA5,IFNA6,IFNA7,IFNA8,IFNAR1,IFNAR2,IFNB1,IGF1R,IRF3,ISG15,JAK1,KPNB1,L,LY96,M,M2-1,M2-2,MAP1B,MAVS,MED1,MED10,MED11,MED12,MED13,MED13L,MED14,MED15,MED16,MED17,MED18,MED19,MED20,MED21,MED22,MED23,MED24,MED25,MED26,MED27,MED28,MED29,MED30,MED31,MED4,MED6,MED7,MED8,MED9,N,NCL,OAS2,P,PPP1CA,PPP1CB,PPP1CC,RAB5A,RAB5B,RAB5C,RBX1,RIGI,RPS27A,SDC1,SDC2,SDC3,SDC4,SEC11A,SEC11C,SH,SPCS1,SPCS2,SPCS3,STAT2,TLR2,TLR3,TLR4,TLR6,TLR7,TRIM25,TYK2,UBA52,UBB,UBC,UBE2L6,XPO1"
R-HSA-9820960,Respiratory syncytial virus (RSV) attachment and entry,"AGRN,CD14,CX3CR1,EGFR,F,FURIN,G,GPC1,GPC2,GPC3,GPC4,GPC5,GPC6,HSPG2,Human respiratory syncytial virus A2, complete genome,IGF1R,L,LY96,M,M2-1,N,NCL,P,RAB5A,RAB5B,RAB5C,SDC1,SDC2,SDC3,SDC4,SH,TLR4"
R-HSA-9820965,"Respiratory syncytial virus (RSV) genome replication, transcription and translation","1B,1C,CSNK2A1,CSNK2A2,CSNK2B,F,FURIN,G,HSP90AA1,HSP90AB1,HSPA8,Human respiratory syncytial virus A,Human respiratory syncytial virus A2, complete genome,KPNB1,L,M,M2-1,M2-2,N,P,PPP1CA,PPP1CB,PPP1CC,SEC11A,SEC11C,SH,SPCS1,SPCS2,SPCS3,XPO1"
R-HSA-9821002,Chromatin modifications during the maternal to zygotic transition (MZT),"AICDA,DPPA3,H2AB1,H2AC14,H2AC18,H2AC20,H2AC4,H2AC6,H2AC7,H2AJ,H2AX,H2AZ2,H2BC1,H2BC11,H2BC12,H2BC12L,H2BC13,H2BC14,H2BC15,H2BC17,H2BC21,H2BC26,H2BC3,H2BC4,H2BC5,H2BC9,H3-3A,H3C1,H3C15,H4C1,KDM5A,KDM5B,KDM6A,KDM6B,METTL23,STPG4,TET3,UHRF1,UNG"
