slug,venue,title,github_repo,all_github_repos,repo_status
mk3A5IUdn8,ICML 2024 Poster,Caduceus: Bi-Directional Equivariant Long-Range DNA Sequence Modeling,https://github.com/facebookresearch/hydra,https://github.com/facebookresearch/hydra;https://github.com/Lightning-AI/lightning;https://github.com/kuleshov-group/caduceus,live
mtdyZsa47V,ICLR 2026 Poster,Ultra-Fast Language Generation via Discrete Diffusion Divergence Instruct,https://github.com/haoyangzheng-ai/didi-instruct,https://github.com/haoyangzheng-ai/didi-instruct,live
nTwb2vBLOV,ICLR 2024 poster,Rethinking the Power of Graph Canonization in Graph Representation Learning with Stability,https://github.com/zehao-dong/RethinkGraphCanonical,https://github.com/zehao-dong/RethinkGraphCanonical,dead
nYjAzwor9R,ICLR 2025 Poster,Tree-Wasserstein Distance for High Dimensional Data with a Latent Feature Hierarchy,https://github.com/solevillar/scGeneFit-python,https://github.com/solevillar/scGeneFit-python;https://github.com/ya-wei-eileen-lin/TWDwithLatentFeatureHierarchy,live
noUF58SMra,ICLR 2025 Poster,MeToken: Uniform Micro-environment Token Boosts Post-Translational Modification Prediction,,,
oMLQB4EZE1,ICLR 2024 poster,DNABERT-2: Efficient Foundation Model and Benchmark For Multi-Species Genomes,https://github.com/MAGICS-LAB/DNABERT_2,https://github.com/MAGICS-LAB/DNABERT_2;https://github.com/mosaicml/composer,live
oa7L4vcJ77,ICLR 2026 Poster,Fast Estimation of Wasserstein Distances via Regression on Sliced Wasserstein Distances,https://github.com/hainn2803/Regression-Wasserstein,https://github.com/hainn2803/Regression-Wasserstein,live
ogMTEtHO6M,ICLR 2026 Poster,Self-Speculative Masked Diffusions,https://github.com/bytedance/dplm,https://github.com/bytedance/dplm;https://github.com/jdeschena/sdtt,live
qE4nkfyMYl,ICML 2024 Spotlight,Estimating Unknown Population Sizes Using the Hypergeometric Distribution,,,
qOyF214xmg,ICLR 2026 Poster,Transducing Language Models,https://github.com/genlm/genlm-bytes,https://github.com/genlm/genlm-bytes;https://github.com/genlm/genlm-backend;https://github.com/rycolab/transducing-language-models;https://github.com/openai/tiktoken,live
qclNnbjxNJ,ICLR 2026 Poster,Characterization and Learning of Causal Graphs with Latent Confounders and Post-treatment Selection from Interventional Data,https://github.com/GongxuLuo/F-FCI,https://github.com/GongxuLuo/F-FCI;https://github.com/uhlerlab/causaldag;https://github.com/MarkDana/CDIS,live
qsthLLlCtl,ICLR 2026 Poster,PRISM: Enhancing PRotein Inverse Folding through Fine- Grained Retrieval on Structure-Sequence Multimodal Representations,,,
quxeCxJwKm,ICLR 2026 Poster,A Diffusion Model to Shrink Proteins While Maintaining Their Function,https://github.com/microsoft/evodiff,https://github.com/microsoft/evodiff;https://github.com/HeliXonProtein/OmegaFold;https://github.com/pengzhangzhi/faesm;https://github.com/baronet2/SCISOR;https://github.com/bytedance/dplm;https://github.com/enijkamp/progen2;https://github.com/rohitsinghlab/raygun;https://github.com/OATML-Markslab/ProteinGym;https://github.com/AlanNawzadAmin/SCUD;https://github.com/hefeda/PGP,live
rvpDHfoTd2,ICLR 2026 Poster,Doloris: Dual Conditional Diffusion Implicit Bridges with Sparsity Masking Strategy for Unpaired Single-Cell Perturbation Estimation,https://github.com/ChangxiChi/Doloris,https://github.com/ChangxiChi/Doloris,live
s1WJSRaJuy,ICML 2025 poster,Variational Phylogenetic Inference with Products over Bipartitions,https://github.com/EvanSidrow/VIPR,https://github.com/EvanSidrow/VIPR;https://github.com/zcrabbit/vbpi-torch,live
syXFAVqx85,ICML 2024 Poster,Dirichlet Flow Matching with Applications to DNA Sequence Design,https://github.com/HannesStark/dirichlet-flow-matching,https://github.com/HannesStark/dirichlet-flow-matching,live
t04D9bkKUq,ICML 2025 poster,PertEval-scFM: Benchmarking Single-Cell Foundation Models for Perturbation Effect Prediction,https://github.com/aaronwtr/PertEval,https://github.com/aaronwtr/PertEval;https://github.com/bowang-lab/scGPT;https://github.com/TencentAILabHealthcare/scBERT;https://github.com/TranslationalBioinformaticsUnit/scbert-reusability;https://github.com/biomap-research/scFoundation;https://github.com/snap-stanford/UCE,live
uKB4cFNQFg,ICLR 2024 poster,BEND: Benchmarking DNA Language Models on Biologically Meaningful Tasks,https://github.com/frederikkemarin/BEND,https://github.com/frederikkemarin/BEND;https://github.com/google-deepmind/deepmind-research,live
uQnvYP7yX9,ICLR 2025 Poster,ReNovo: Retrieval-Based \emph{De Novo} Mass Spectrometry Peptide Sequencing,,,
vBJZ93tvoE,ICML 2024 Poster,Modelling Microbial Communities with Graph Neural Networks,,,
vBw8JGBJWj,ICLR 2024 poster,Encoding Unitig-level Assembly Graphs with Heterophilous Constraints for Metagenomic Contigs Binning,https://github.com/xuehansheng/UnitigBIN,https://github.com/xuehansheng/UnitigBIN;https://github.com/BigDataBiology/SemiBin;https://github.com/RasmussenLab/vamb;https://github.com/MicrobialDarkMatter/GraphMB;https://github.com/xuehansheng/RepBin;https://github.com/metagentools/MetaCoAG;https://github.com/MicrobialDarkMatter/ccvae;https://github.com/chklovski/CheckM2,live
vFanHFE4Qv,ICLR 2025 Poster,Neuron Platonic Intrinsic Representation From Dynamics Using Contrastive Learning,https://github.com/ww20hust/NeurPIR,https://github.com/ww20hust/NeurPIR,live
vaflHrZhlY,ICLR 2026 Poster,AutoDV: An End-to-End Deep Learning Model for High-Dimensional Data Visualization,https://github.com/DryDew/AutoDV,https://github.com/DryDew/AutoDV;https://github.com/fcarli/parametric;https://github.com/AlexMour92/inductive-tsne,live
wwItuHdus6,ICML 2024 Poster,A Computational Framework for Solving Wasserstein Lagrangian Flows,https://github.com/necludov/wl-mechanics,https://github.com/necludov/wl-mechanics,live
wwPSfcf5Pj,ICLR 2026 Oral,Extending Sequence Length is Not All You Need: Effective Integration of Multimodal Signals for Gene Expression Prediction,https://github.com/yangzhao1230/Prism,https://github.com/yangzhao1230/Prism,live
xByvdb3DCm,ICLR 2025 Oral,When Selection Meets Intervention: Additional Complexities in Causal Discovery,https://github.com/MarkDana/CDIS,https://github.com/MarkDana/CDIS;https://github.com/uhlerlab/causaldag,live
xhEN0kJh4q,ICLR 2024 poster,Robust Model-Based Optimization for Challenging Fitness Landscapes,https://github.com/sabagh1994/PGVAE,https://github.com/sabagh1994/PGVAE,live
y5L8W0KRUX,ICML 2024 Poster,Evolution-Inspired Loss Functions for Protein Representation Learning,,,
zdOGBRQEbz,ICML 2025 spotlightposter,"From Mechanistic Interpretability to Mechanistic Biology: Training, Evaluating, and Interpreting Sparse Autoencoders on Protein Language Models",https://github.com/etowahadams/interprot,https://github.com/etowahadams/interprot,live
zxlbh55PhC,ICLR 2026 Poster,Clustering by Denoising: Latent plug-and-play diffusion for single-cell embeddings,https://github.com/dommeier/dice,https://github.com/dommeier/dice;https://github.com/KrishnaswamyLab/MAGIC,live
